Code,Yahoo Code,Company,Sector,Market Cap,Total Shares,Last trade
ASV,ASV.AX,Asset Vision Co Ltd,Information Technology,5806690,725836250.0,0.008
BUS,BUS.AX,Bubalus Resources Limited,Materials,5791260,32173667.0,0.18
CDR,CDR.AX,Codrus Minerals Limited,Materials,5787380,87687576.0,0.066
ILT,ILT.AX,Iltani Resources Limited,Materials,5781790,34010529.0,0.17
LBT,LBT.AX,LBT Innovations Limited,Health Care,5779500,1155900000.0,0.005
ENV,ENV.AX,Enova Mining Limited,Materials,5768360,640928889.0,0.009
ROYL,ROYL.AX,BetaShares Global Royalties ETF ,Financials,5765170,666494.0,8.65
XCO2,XCO2.AX,VanEck Global Carbon Credits ETF (Synthetic) ,Financials,5760870,279247.0,20.63
MKG,MKG.AX,Mako Gold Limited,Materials,5760080,576008000.0,0.01
CIO,CIO.AX,Connected IO Limited,Information Technology,5722550,317919444.0,0.018
SRI,SRI.AX,Sipa Resources Limited,Materials,5703950,228158000.0,0.025
C1X,C1X.AX,Cosmos Exploration Limited,Materials,5697000,47475000.0,0.12
BHD,BHD.AX,Benjamin Hornigold Limited,Financials,5676480,24155234.0,0.235
CGO,CGO.AX,CPT Global Limited,Information Technology,5656140,41897333.0,0.135
RAN,RAN.AX,Range International Limited,Materials,5635740,939290000.0,0.006
AGR,AGR.AX,Aguia Resources Limited,Materials,5620040,468336667.0,0.012
CGB,CGB.AX,Cann Global Limited,Health Care,5614840,267373333.0,0.021
BTE,BTE.AX,Botala Energy Ltd,Energy,5603500,62261111.0,0.09
THR,THR.AX,Thor Energy Plc,Materials,5594770,186492333.0,0.03
LKY,LKY.AX,Locksley Resources Limited,Materials,5573330,146666579.0,0.038
1AG,1AG.AX,Alterra Limited,Consumer Staples,5572420,696552500.0,0.008
CTQ,CTQ.AX,Careteq Limited,Health Care,5553070,222122800.0,0.025
BIM,BIM.AX,Bindi Metals Limited,Materials,5496220,28927474.0,0.19
AAP,AAP.AX,Australian Agricultural Projects Limited,Consumer Staples,5491790,305099444.0,0.018
SUM,SUM.AX,Summit Minerals Limited,Materials,5480570,47657130.0,0.115
HVY,HVY.AX,Heavy Minerals Limited,Materials,5474240,57623579.0,0.095
IGRO,IGRO.AX,iShares High Growth ESG ETF ,Financials,5455040,200038.0,27.27
TMX,TMX.AX,Terrain Minerals Limited,Materials,5413710,1353427500.0,0.004
BYH,BYH.AX,Bryah Resources Limited,Materials,5379080,358605333.0,0.015
ICN,ICN.AX,Icon Energy Limited,Energy,5376100,768014286.0,0.007
NGL,NGL.AX,"Nightingale Intelligent Systems, Inc",Industrials,5371690,107433800.0,0.05
SHG,SHG.AX,Singular Health Group Limited,Health Care,5369790,141310263.0,0.038
KP2,KP2.AX,Kore Potash Plc,Materials,5352460,669057500.0,0.008
ACM,ACM.AX,Australian Critical Minerals Limited,Materials,5351620,29731222.0,0.18
TEE,TEE.AX,Top End Energy Limited,Energy,5344500,41111538.0,0.13
SNX,SNX.AX,Sierra Nevada Gold Inc.,Materials,5340970,57429785.0,0.093
RKT,RKT.AX,RocketDNA Limited,Information Technology,5338930,485357273.0,0.011
DOU,DOU.AX,Douugh Limited,Information Technology,5338540,1067708000.0,0.005
DES,DES.AX,Desoto Resources Limited,Materials,5333460,59260667.0,0.09
PVL,PVL.AX,Powerhouse Ventures Limited,Financials,5312700,120743182.0,0.044
EVE,EVE.AX,Eve Health Group Limited,Consumer Staples,5274480,5274480000.0,0.001
PR1,PR1.AX,Pure Resources Limited,Materials,5258250,25650000.0,0.205
YOW,YOW.AX,Yowie Group Ltd,Consumer Staples,5245630,218567917.0,0.024
CR1,CR1.AX,Constellation Resources Limited,Materials,5240070,49905429.0,0.105
YOJ,YOJ.AX,Yojee Limited,Information Technology,5221940,1305485000.0,0.004
HPP,HPP.AX,Health and Plant Protein Group Limited,Consumer Staples,5158470,122820714.0,0.042
DBO,DBO.AX,Diablo Resources Limited,Materials,5153570,103071400.0,0.05
HOR,HOR.AX,Horseshoe Metals Limited,Materials,5147830,735404286.0,0.007
HXG,HXG.AX,Hexagon Energy Materials Limited,Materials,5129160,512916000.0,0.01
MCL,MCL.AX,Mighty Craft Limited,Consumer Discretionary,5102200,364442857.0,0.014
NKL,NKL.AX,Nickel X Limited,Materials,5093280,87815172.0,0.058
EEU,EEU.AX,BetaShares Euro ETF,Financials,5080720,328000.0,15.49
A1G,A1G.AX,African Gold Limited,Materials,5079340,169311333.0,0.03
ZEU,ZEU.AX,Zeus Resources Limited,Energy,5052090,459280909.0,0.011
BOA,BOA.AX,Boadicea Resources Ltd,Materials,5046700,123090244.0,0.041
1TT,1TT.AX,Thrive Tribe Technologies Limited,Information Technology,5042570,296621765.0,0.017
RML,RML.AX,Resolution Minerals Ltd,Materials,5029170,1257292500.0,0.004
GTH,GTH.AX,Gathid Limited,Information Technology,5004940,263417895.0,0.019
WSR,WSR.AX,Westar Resources Limited,Materials,5004650,185357407.0,0.027
TAS,TAS.AX,Tasman Resources Ltd,Materials,4988680,712668571.0,0.007
GML,GML.AX,Gateway Mining Limited,Materials,4972240,310765000.0,0.016
PVW,PVW.AX,PVW Resources Limited,Materials,4968830,101404694.0,0.049
FDR,FDR.AX,Finder Energy Holdings Limited,Energy,4950000,75000000.0,0.066
TD1,TD1.AX,TALI Digital Limited,Health Care,4942730,4942730000.0,0.001
UVA,UVA.AX,Uvre Limited,Materials,4904730,32698200.0,0.15
MHI,MHI.AX,Merchant House International Limited,Consumer Discretionary,4901860,94266538.0,0.052
HRE,HRE.AX,Heavy Rare Earths Limited,Materials,4899520,60487901.0,0.081
TMZ,TMZ.AX,Thomson Resources Ltd,Materials,4881020,976204000.0,0.005
DDT,DDT.AX,DataDot Technology Limited,Consumer Discretionary,4843810,1210952500.0,0.004
EX1,EX1.AX,Exopharm Limited,Health Care,4833650,439422727.0,0.011
BVR,BVR.AX,Bellavista Resources Limited,Materials,4823840,48238400.0,0.1
BAT,BAT.AX,Battery Minerals Limited,Materials,4784180,119604500.0,0.04
XPN,XPN.AX,XPON Technologies Group Limited,Information Technology,4755830,158527667.0,0.03
ROC,ROC.AX,RocketBoots Limited,Information Technology,4718080,32538483.0,0.145
ZMM,ZMM.AX,Zimi Limited,Information Technology,4708400,117710000.0,0.04
HTM,HTM.AX,High-Tech Metals Limited,Materials,4702780,24751474.0,0.19
C29,C29.AX,C29 Metals Limited,Materials,4695120,53966897.0,0.087
OSM,OSM.AX,Osmond Resources Limited,Materials,4689600,46896000.0,0.1
WEC,WEC.AX,White Energy Company Limited,Energy,4651620,68406176.0,0.068
HMI,HMI.AX,Hiremii Limited,Industrials,4650970,119255641.0,0.039
VAR,VAR.AX,Variscan Mines Limited,Materials,4635990,356614615.0,0.013
KNM,KNM.AX,Kneomedia Limited,Communication Services,4599810,1533270000.0,0.003
AUA,AUA.AX,Audeara Limited,Consumer Discretionary,4597130,143660312.0,0.032
HYD,HYD.AX,Hydrix Limited,Information Technology,4575940,254218889.0,0.018
ALB,ALB.AX,Albion Resources Limited,Materials,4568670,65266714.0,0.07
CL8,CL8.AX,Carly Holdings Limited,Industrials,4562300,268370588.0,0.017
CUL,CUL.AX,Cullen Resources Limited,Materials,4538620,504291111.0,0.009
C7A,C7A.AX,Clara Resources Australia Ltd,Materials,4536940,189039167.0,0.024
AMD,AMD.AX,Arrow Minerals Limited,Materials,4535650,3023766667.0,0.0015
FRS,FRS.AX,Forrestania Resources Limited,Materials,4530000,161785714.0,0.028
LVE,LVE.AX,Love Group Global Limited,Communication Services,4458760,40534182.0,0.11
ERL,ERL.AX,Empire Resources Limited,Materials,4451740,1112935000.0,0.004
CHK,CHK.AX,Cohiba Minerals Limited,Materials,4426490,2213245000.0,0.002
M8S,M8S.AX,M8 Sustainable Limited,Industrials,4418180,490908889.0,0.009
SCT,SCT.AX,Scout Security Limited,Consumer Discretionary,4416120,232427368.0,0.019
MRQ,MRQ.AX,MRG Metals Limited,Materials,4411840,2205920000.0,0.002
BME,BME.AX,Black Mountain Energy Ltd,Energy,4397380,183224167.0,0.024
R8R,R8R.AX,Regener8 Resources NL,Materials,4361560,25656235.0,0.17
SP3,SP3.AX,Spectur Limited,Information Technology,4361160,229534737.0,0.019
IEQ,IEQ.AX,International Equities Corporation Ltd,Real Estate,4359600,128223529.0,0.034
ERG,ERG.AX,Eneco Refresh Ltd,Consumer Staples,4357730,272358125.0,0.016
PIM,PIM.AX,Pinnacle Minerals Limited,Materials,4347750,25575000.0,0.17
CBY,CBY.AX,Canterbury Resources Limited,Materials,4335710,144523667.0,0.03
RGI,RGI.AX,Roto-Gro International Limited,Industrials,4333920,19699636.0,0.22
RLC,RLC.AX,Reedy Lagoon Corporation,Materials,4316780,616682857.0,0.007
KNB,KNB.AX,Koonenberry Gold Limited,Materials,4310970,119749167.0,0.036
WGR,WGR.AX,Western Gold Resources Limited,Materials,4303280,153688571.0,0.028
GSM,GSM.AX,Golden State Mining Limited,Materials,4299480,238860000.0,0.018
CVR,CVR.AX,Cavalier Resources Limited,Materials,4296900,31828889.0,0.135
CRS,CRS.AX,Caprice Resources Ltd,Materials,4296600,134268750.0,0.032
AUR,AUR.AX,Auris Minerals Limited,Materials,4289630,476625556.0,0.009
AHN,AHN.AX,Athena Resources Limited,Materials,4281870,1070467500.0,0.004
MOM,MOM.AX,Moab Minerals Limited,Materials,4271780,711963333.0,0.006
AVW,AVW.AX,Avira Resources Limited,Materials,4267580,2845053333.0,0.0015
BOD,BOD.AX,Bod Science Limited,Health Care,4256120,177338333.0,0.024
WNR,WNR.AX,Wingara AG Limited,Consumer Staples,4213020,175542500.0,0.024
H2G,H2G.AX,GreenHy2 Limited,Industrials,4187560,418756000.0,0.01
XST,XST.AX,Xstate Resources Limited,Energy,4179750,321519231.0,0.013
NYM,NYM.AX,Narryer Metals Limited,Materials,4175440,46393778.0,0.09
ADG,ADG.AX,Adelong Gold Limited,Materials,4174260,596322857.0,0.007
KCC,KCC.AX,Kincora Copper Limited,Materials,4163300,160126923.0,0.026
NRX,NRX.AX,Noronex Limited,Materials,4161320,378301818.0,0.011
APC,APC.AX,Australian Potash Limited,Materials,4154760,1038690000.0,0.004
TMG,TMG.AX,Trigg Minerals Limited,Materials,4122320,374756364.0,0.011
SRH,SRH.AX,Saferoads Holdings Limited,Industrials,4120800,37461818.0,0.11
AD1,AD1.AX,AD1 Holdings Limited,Communication Services,4112840,822568000.0,0.005
CBL,CBL.AX,Control Bionics Limited,Health Care,4096360,102409000.0,0.04
TEM,TEM.AX,Tempest Minerals Limited,Materials,4091070,511383750.0,0.008
CCO,CCO.AX,The Calmer Co International Limited,Consumer Staples,4085600,680933333.0,0.006
GGX,GGX.AX,Gas2Grid Limited,Energy,4077100,4077100000.0,0.001
ZMI,ZMI.AX,Zinc of Ireland NL,Materials,4049740,213144211.0,0.019
OLL,OLL.AX,OpenLearning Limited,Information Technology,4018040,267869333.0,0.015
SIX,SIX.AX,Sprintex Limited,Consumer Discretionary,4003960,363996364.0,0.011
US10,US10.AX,Betashares U.S. Treasury Bond 7-10 Year Currency Hedged ETF ,Financials,4000000,80000.0,50.0
CMX,CMX.AX,ChemX Materials Limited,Materials,3992440,53232533.0,0.075
DUN,DUN.AX,Dundas Minerals Limited,Materials,3966780,72123273.0,0.055
MSG,MSG.AX,MCS Services Limited,Industrials,3961990,198099500.0,0.02
KLI,KLI.AX,Killi Resources Limited,Materials,3931950,59575000.0,0.066
CBH,CBH.AX,Coolabah Metals Limited,Materials,3930400,57800000.0,0.068
HCD,HCD.AX,Hydrocarbon Dynamics Limited,Energy,3898000,649666667.0,0.006
NCR,NCR.AX,NuCoal Resources,Materials,3843060,768612000.0,0.005
HXL,HXL.AX,Hexima Limited,Health Care,3841910,167039565.0,0.023
MRI,MRI.AX,My Rewards International Limited,Industrials,3839700,426633333.0,0.009
KDY,KDY.AX,Kaddy Limited,Consumer Discretionary,3834710,142026296.0,0.027
NVQ,NVQ.AX,NoviqTech  Limited,Information Technology,3812090,1270696667.0,0.003
USIG,USIG.AX,Global  X  USD  Corporate  Bond  ETF (Currency Hedged) ,Financials,3788020,400002.0,9.47
OM1,OM1.AX,Omnia Metals Group Limited,Materials,3786190,48540897.0,0.078
ACS,ACS.AX,Accent Resources NL,Materials,3785020,473127500.0,0.008
INL,INL.AX,Innlanz Limited,Consumer Discretionary,3759160,313263333.0,0.012
DAF,DAF.AX,Discovery Alaska Limited,Materials,3747760,234235000.0,0.016
CTN,CTN.AX,Catalina Resources Ltd,Materials,3715460,1238486667.0,0.003
RC1,RC1.AX,Redcastle Resources Limited,Materials,3715190,285783846.0,0.013
GIVE,GIVE.AX,Perpetual ESG Australian Share Fund (Managed Fund) ,Financials,3713100,1335647.0,2.78
KAL,KAL.AX,Kalgoorlie Gold Mining Limited,Materials,3710850,148434000.0,0.025
AYM,AYM.AX,Australia United Mining Limited,Materials,3685160,1842580000.0,0.002
CT1,CT1.AX,Constellation Technologies Limited,Information Technology,3678000,1471200000.0,0.0025
DTM,DTM.AX,Dart Mining NL,Materials,3676040,216237647.0,0.017
OPL,OPL.AX,Opyl Limited,Information Technology,3667230,87315000.0,0.042
AIV,AIV.AX,ActivEX Limited,Materials,3663540,215502353.0,0.017
MMM,MMM.AX,Marley Spoon SE,Consumer Staples,3649460,117724516.0,0.031
S3N,S3N.AX,SensOre Ltd,Materials,3639320,36393200.0,0.1
AI1,AI1.AX,Adisyn Ltd,Information Technology,3634470,139787308.0,0.026
ADC,ADC.AX,ACDC Metals Limited,Materials,3628430,47122468.0,0.077
OCT,OCT.AX,Octava Minerals Limited,Materials,3585000,44812500.0,0.08
8IH,8IH.AX,8I Holdings Limited,Financials,3573560,357356000.0,0.01
MTB,MTB.AX,Mount Burgess Mining NL,Materials,3554760,1015645714.0,0.0035
DMG,DMG.AX,Dragon Mountain Gold,Materials,3552040,394671111.0,0.009
SKN,SKN.AX,Skin Elements Limited,Consumer Staples,3536920,589486667.0,0.006
TKL,TKL.AX,Traka Resources Limited,Materials,3501320,875330000.0,0.004
SQX,SQX.AX,SQX Resources Limited,Materials,3500000,25000000.0,0.14
NC6,NC6.AX,Nanollose Limited,Health Care,3495500,158886364.0,0.022
PNT,PNT.AX,Panther Metals Ltd,Materials,3485550,61150000.0,0.057
M2M,M2M.AX,Mt Malcolm Mines NL,Materials,3479680,102343529.0,0.034
DXN,DXN.AX,DXN Limited,Information Technology,3446680,1723340000.0,0.002
CPO,CPO.AX,Culpeo Minerals Limited,Materials,3380310,116562414.0,0.029
ANR,ANR.AX,Anatara Lifesciences Ltd,Health Care,3357870,119923929.0,0.028
BMO,BMO.AX,Bastion Minerals Limited,Materials,3346480,209155000.0,0.016
HCT,HCT.AX,Holista Colltech Limited,Consumer Staples,3345600,278800000.0,0.012
GCR,GCR.AX,Golden Cross Resources Ltd,Materials,3291770,1097256667.0,0.003
HT8,HT8.AX,Harris Technology Group,Consumer Discretionary,3290490,299135455.0,0.011
NYR,NYR.AX,Nyrada Inc,Health Care,3276180,156008571.0,0.021
M2R,M2R.AX,Miramar Resources Limited,Materials,3275130,148869545.0,0.022
NNG,NNG.AX,NEXION Group Ltd,Information Technology,3236930,202308125.0,0.016
RBR,RBR.AX,RBR Group Limited,Materials,3236810,1618405000.0,0.002
MMR,MMR.AX,MEC Resources Limited,Energy,3236650,809162500.0,0.004
T3D,T3D.AX,333D Limited,Industrials,3189320,3189320000.0,0.001
PKD,PKD.AX,Parkd Ltd,Industrials,3156370,101818387.0,0.031
ICR,ICR.AX,Intelicare Holdings Limited,Health Care,3133730,208915333.0,0.015
SFM,SFM.AX,Santa Fe Minerals Ltd,Materials,3131210,72818837.0,0.043
PUA,PUA.AX,Peak Minerals Limited,Materials,3124130,1041376667.0,0.003
LRD,LRD.AX,Lord Resources Limited,Materials,3119100,37132143.0,0.084
GNM,GNM.AX,Great Northern Minerals Limited,Materials,3092580,154629000.0,0.02
NES,NES.AX,Nelson Resources Limited,Materials,3067970,613594000.0,0.005
WEL,WEL.AX,Winchester Energy Limited,Energy,3061270,1020423333.0,0.003
BEL,BEL.AX,Bentley Capital,Financials,3045120,76128000.0,0.04
IVT,IVT.AX,Inventis Limited,Industrials,3036980,75924500.0,0.04
AOA,AOA.AX,Ausmon Resources,Materials,3021000,1007000000.0,0.003
M3M,M3M.AX,M3 Mining Limited,Materials,2976850,46513281.0,0.064
ITEK,ITEK.AX,iShares Future Tech Innovators ETF ,Financials,2974800,120000.0,24.79
WBE,WBE.AX,Whitebark Energy Limited,Energy,2951880,147594000.0,0.02
DM1,DM1.AX,Desert Metals Limited,Materials,2926600,73165000.0,0.04
REM,REM.AX,RemSense Technologies Limited,Industrials,2906240,105683376.0,0.0274995
FAU,FAU.AX,First Au Limited,Materials,2903990,1451995000.0,0.002
AVM,AVM.AX,Advance Metals Limited,Materials,2889390,722347500.0,0.004
EMS,EMS.AX,Eastern Metals Limited,Materials,2884920,82426286.0,0.035
MGA,MGA.AX,MetalsGrove Mining Ltd,Materials,2864440,37200519.0,0.077
LYK,LYK.AX,Lykos Metals Limited,Materials,2808000,62400000.0,0.045
HLF,HLF.AX,Halo Food Co. Limited,Consumer Staples,2805390,400770000.0,0.007
NGS,NGS.AX,Nutritional Growth Solutions Ltd,Consumer Staples,2763500,251227273.0,0.011
EMP,EMP.AX,Emperor Energy Limited,Energy,2757260,306362222.0,0.009
HVM,HVM.AX,Happy Valley Nutrition Limited,Consumer Staples,2741460,228455000.0,0.012
NMG,NMG.AX,NMG Corporation Limited,Materials,2706640,16916500.0,0.16
SMS,SMS.AX,Star Minerals Limited,Materials,2688220,74672778.0,0.036
PKO,PKO.AX,Peako Limited,Materials,2635420,527084000.0,0.005
FFF,FFF.AX,Forbidden Foods Limited,Consumer Staples,2616050,186860714.0,0.014
MTAV,MTAV.AX,BetaShares Metaverse ETF ,Financials,2566000,200000.0,12.83
ABE,ABE.AX,Australian Bond Exchange Holdings Limited,Financials,2557700,38753030.0,0.066
JTL,JTL.AX,Jayex Technology Limited,Health Care,2531510,281278889.0,0.009
8VI,8VI.AX,8VI Holdings Limited,Consumer Discretionary,2514680,41911333.0,0.06
NZS,NZS.AX,New Zealand Coastal Seafoods,Consumer Staples,2500520,1250260000.0,0.002
MTM,MTM.AX,MTM Critical Metals Limited,Materials,2483430,99337200.0,0.025
DAL,DAL.AX,Dalaroo Metals Ltd,Materials,2448000,81600000.0,0.03
IS3,IS3.AX,I Synergy Group Limited,Information Technology,2432640,304080000.0,0.008
BP8,BP8.AX,BPH Global Ltd,Health Care,2423340,1615560000.0,0.0015
JPEQ,JPEQ.AX,JPMorgan US 100Q Equity Premium Income Active ETF (Managed Fund) ,Financials,2417850,45000.0,53.73
SIS,SIS.AX,Simble Solutions Limited,Information Technology,2411800,602950000.0,0.004
TMR,TMR.AX,Tempus Resources Limited,Materials,2400460,342922857.0,0.007
ENT,ENT.AX,Enterprise Metals Limited,Materials,2398410,799470000.0,0.003
TML,TML.AX,Timah Resources Limited,Utilities,2396510,88759630.0,0.027
MDI,MDI.AX,Middle Island Resources,Materials,2391190,140658235.0,0.017
SLZ,SLZ.AX,Sultan Resources Ltd,Materials,2371040,148190000.0,0.016
AFW,AFW.AX,Applyflow Limited,Communication Services,2366090,147880625.0,0.016
VIP,VIP.AX,VIP Gloves Limited,Health Care,2360340,786780000.0,0.003
OZXX,OZXX.AX,Global  X  Australia  ex  Financials  & Resources ETF ,Financials,2347550,250005.0,9.39
M24,M24.AX,Mamba Exploration Limited,Materials,2317370,60983421.0,0.038
OMX,OMX.AX,Orange Minerals NL,Materials,2227510,50625227.0,0.044
CRB,CRB.AX,Carbine Resources Limited,Materials,2206950,441390000.0,0.005
QYLD,QYLD.AX,Global X Nasdaq 100 Covered Call ETF ,Financials,2094600,185199.0,11.31
IBAL,IBAL.AX,iShares Balanced ESG ETF ,Financials,2072650,80025.0,25.9
SAN,SAN.AX,Sagalio Energy Limited,Energy,2046600,204660000.0,0.01
PHL,PHL.AX,Propell Holdings Limited,Financials,2046040,120355294.0,0.017
PRM,PRM.AX,Prominence Energy Limited,Energy,2000390,153876154.0,0.013
1GOV,1GOV.AX,VanEck 1-5 Year Australian Government Bond ETF ,Financials,1998800,40000.0,49.97
5GOV,5GOV.AX,VanEck 5-10 Year Australian Government Bond ETF ,Financials,1986000,40000.0,49.65
WFL,WFL.AX,Wellfully Limited,Health Care,1971780,657260000.0,0.003
KEY,KEY.AX,Key Petroleum Limited,Energy,1967930,1967930000.0,0.001
AO1,AO1.AX,AssetOwl Limited,Information Technology,1947130,1947130000.0,0.001
APS,APS.AX,Allup Silica Limited,Materials,1885380,38477143.0,0.049
GMTL,GMTL.AX,Global X Green Metal Miners ETF ,Financials,1845930,250126.0,7.38
OEQ,OEQ.AX,Orion Equities Limited,Financials,1799660,15649217.0,0.115
IMLC,IMLC.AX,Investors Mutual Concentrated Australian Share Fund (Quoted Managed Fund) ,Financials,1752290,458715.0,3.82
OKJ,OKJ.AX,Oakajee Corporation,Materials,1737480,91446316.0,0.019
EQS,EQS.AX,Equity Story Group Limited,Financials,1704590,42614750.0,0.04
CMO,CMO.AX,Cosmo Metals Limited,Materials,1700140,34696735.0,0.049
DMM,DMM.AX,DMC Mining Limited,Materials,1677200,29950000.0,0.056
EMU,EMU.AX,Emu NL,Materials,1667520,1667520000.0,0.001
ATM,ATM.AX,Aneka Tambang (Persero) Tbk,Materials,1538310,1303653.0,1.18
TTA,TTA.AX,TTA Holdings Limited,Consumer Discretionary,1511660,137423636.0,0.011
JHPI,JHPI.AX,JPMorgan Equity Premium Income Active ETF (Managed Fund) (Hedged) ,Financials,1506000,30096.0,50.04
MCX,MCX.AX,Mariner Corporation Limited,Financials,1489650,48053226.0,0.031
KLR,KLR.AX,Kaili Resources Limited,Energy,1474000,147400000.0,0.01
CFO,CFO.AX,Cfoam Limited,Industrials,1468680,734340000.0,0.002
RPG,RPG.AX,Raptis Group Limited,Real Estate,1460190,63486522.0,0.023
EDOC,EDOC.AX,BetaShares Digital Health and Telemedicine ETF ,Financials,1432000,160000.0,8.95
CYQ,CYQ.AX,Cycliq Group Limited,Consumer Discretionary,1430070,357517500.0,0.004
GCO2,GCO2.AX,Global X Global Carbon ETF (Synthetic) ,Financials,1386000,150000.0,9.24
CRL,CRL.AX,Comet Resources Limited,Materials,1383180,69159000.0,0.02
AJY,AJY.AX,Asaplus Resources Limited,Materials,1360000,136000000.0,0.01
CSF,CSF.AX,Catalano Seafood Ltd,Consumer Staples,1348160,33704000.0,0.04
JPHQ,JPHQ.AX,JPMorgan US 100Q Equity Premium Income Active ETF (Managed Fund) (Hedged) ,Financials,1322750,25200.0,52.49
T3MP,T3MP.AX,JPMorgan Climate Change Solutions Active ETF (Managed Fund) ,Financials,1245500,25000.0,49.82
JPSI,JPSI.AX,JPMorgan Sustainable Infrastructure Active ETF (Managed Fund) ,Financials,1236250,25000.0,49.45
RGS,RGS.AX,Regeneus Ltd,Health Care,1225750,306437500.0,0.004
YPB,YPB.AX,YPB Group Limited,Industrials,1170690,585345000.0,0.002
UYLD,UYLD.AX,Global X S&P 500 Covered Call ETF ,Financials,1165320,110667.0,10.53
SRY,SRY.AX,Story-I Limited,Consumer Discretionary,1129220,282305000.0,0.004
ROO,ROO.AX,Roots Sustainable Agricultural Technologies,Industrials,1124220,160602857.0,0.007
BGE,BGE.AX,Bridge SaaS Limited,Information Technology,1104210,39436071.0,0.028
OAK,OAK.AX,Oakridge International Limited,Information Technology,1091160,17599355.0,0.062
ASAO,ASAO.AX,abrdn Sustainable Asian Opportunities Active ETF (Managed Fund) ,Financials,1026180,1001151.0,1.025
AQX,AQX.AX,Alice Queen Limited,Materials,1018440,145491429.0,0.007
IUSG,IUSG.AX,iShares U.S. Treasury Bond (AUD Hedged) ETF ,Financials,1000400,10000.0,100.04
BUGG,BUGG.AX,Global X Cybersecurity ETF ,Financials,995000,100000.0,9.95
SRR,SRR.AX,Sarama Resources Limited,Materials,959704,56453176.0,0.017
QUE,QUE.AX,Queste Communications Ltd,Financials,839242,27072323.0,0.031
MSI,MSI.AX,Multistack International Limited,Industrials,681520,136304000.0,0.005
MBX,MBX.AX,My Foodie Box Limited,Consumer Staples,549987,137496750.0,0.004
GOOD,GOOD.AX,Janus Henderson Sustainable Credit Active ETF (Managed Fund) ,Financials,495896,10008.0,49.55
LAW,LAW.AX,Law Finance Limited,Financials,319338,63867600.0,0.005
SKUK,SKUK.AX,Hejaz Sukuk Active ETF (Managed Fund) ,Financials,1,1.0,1.005
ELK,ELK.AX,ELK Petroleum,Energy,0,,0.0
JJF,JJF.AX,Jiajiafu Modern Agriculture Limited,Consumer Staples,0,,0.0
KYK,KYK.AX,Kyckr Limited,Information Technology,0,,0.0
EGO,EGO.AX,Empire Oil & Gas NL,Energy,0,,0.0
VRM,VRM.AX,Verdant Minerals Limited,Materials,0,,0.0
JIP,JIP.AX,Jack-In Group Limited,Industrials,0,,0.0
RAP,RAP.AX,Resapp Health Limited,Health Care,0,,0.0
AVQ,AVQ.AX,Axiom Mining,Materials,0,,0.0
XCD,XCD.AX,XCD Energy Limited,Energy,0,,0.0
SAR,SAR.AX,Saracen Mineral Holdings,Materials,0,,0.0
AZM,AZM.AX,Azumah Resources,Materials,0,,0.0
OVT,OVT.AX,Ovato Limited,Industrials,0,,0.0
GID,GID.AX,GI Dynamics,Health Care,0,,0.0
ORC,ORC.AX,Orcon,Unclassified,0,,0.0
E3S,E3S.AX,E3SIXTY Limited,Materials,0,,0.0
GXL,GXL.AX,Greencross Limited,Consumer Discretionary,0,,0.0
EXU,EXU.AX,Explaurum Limited,Materials,0,,0.0
RLK,RLK.AX,Rolek Resources Limited,Materials,0,,0.0
HSO,HSO.AX,Healthscope,Health Care,0,,0.0
KGM,KGM.AX,Kalnorth Gold Mines,Materials,0,,0.0
RNL,RNL.AX,Rision Limited,Information Technology,0,,0.0
APO,APO.AX,APN Outdoor Group Limited,Communication Services,0,,0.0
BSR,BSR.AX,Bassari Resources Limited,Materials,0,,0.0
KRL,KRL.AX,Kangaroo Resources,Energy,0,,0.0
RWH,RWH.AX,Royal Wolf Holdings,Industrials,0,,0.0
MEQ,MEQ.AX,Metlifecare Limited,Health Care,0,,0.0
KAS,KAS.AX,Kasbah Resources,Materials,0,,0.0
SBU,SBU.AX,Siburan Resources,Materials,0,,0.0
RUB,RUB.AX,Rubicor Group,Industrials,0,,0.0
KPC,KPC.AX,Kazakhstan Potash Corporation,Materials,0,,0.0
ITD,ITD.AX,ITL Health Group Limited,Health Care,0,,0.0
KBL,KBL.AX,KBL Mining,Materials,0,,0.0
JHC,JHC.AX,Japara Healthcare,Health Care,0,,0.0
MCB,MCB.AX,MCB Resoures Limited,Energy,0,,0.0
KKT,KKT.AX,Konekt Limited,Health Care,0,,0.0
GBP,GBP.AX,Global Petroleum,Energy,0,,0.0
AM3,AM3.AX,Asian Mineral Resources,Materials,0,,0.0
ML7,ML7.AX,Metals 479 Ltd,Materials,0,,0.0
KDR,KDR.AX,Kidman Resources,Materials,0,,0.0
CVF,CVF.AX,Arowana Contrarian Value Fund,Financials,0,,0.0
MYO,MYO.AX,MYOB Group Limited,Information Technology,0,,0.0
SIL,SIL.AX,Smiles Inclusive Limited,Health Care,0,,0.0
BDR,BDR.AX,Beadell Resources,Materials,0,,0.0
ESL,ESL.AX,Eco Systems Ltd,Real Estate,0,,0.0
SNV,SNV.AX,Sinovus Mining,Materials,0,,0.0
MGZ,MGZ.AX,Medigard,Health Care,0,,0.0
SPO,SPO.AX,Spotless Group,Industrials,0,,0.0
HOG,HOG.AX,Hawkley Oil & Gas,Energy,0,,0.0
OSP,OSP.AX,Osprey Medical,Health Care,0,,0.0
NVL,NVL.AX,National Veterinary Care,Health Care,0,,0.0
